-0.65243,1.081,-0.21971,-0.00025615,-1.1416,0,-1.3074,1.0808,-0.24316,-0.00025615,-1.0607,0,-1.9752,1.0806,-0.24262,-0.00025615,-1.0642,0,-2.6407,1.0808,-0.24391,-0.00025615,-1.0592,0,-3.3103,1.0813,-0.23568,-0.00025615,-1.0865,0,-0.65243,-1.081,-0.21971,-0.00025615,1.1416,0,-1.3074,-1.0808,-0.24316,-0.00025615,1.0607,0,-1.9752,-1.0806,-0.24262,-0.00025615,1.0642,0,-2.6407,-1.0808,-0.24391,-0.00025615,1.0592,0,-3.3103,-1.0813,-0.23568,-0.00025615,1.0865,0
-0.66339,1.0808,-0.20058,0.00022123,-1.2242,0,-1.2831,1.0811,-0.28553,0.00022123,-0.91804,0,-1.9512,1.0807,-0.28492,0.00022123,-0.92184,0,-2.616,1.0809,-0.28694,0.00022123,-0.91267,0,-3.3046,1.0849,-0.23883,0.00022123,-1.0776,0,-0.66339,-1.0808,-0.20058,0.00022123,1.2242,0,-1.2831,-1.0811,-0.28553,0.00022123,0.91804,0,-1.9512,-1.0807,-0.28492,0.00022123,0.92184,0,-2.616,-1.0809,-0.28694,0.00022123,0.91267,0,-3.3046,-1.0849,-0.23883,0.00022123,1.0776,0
-0.67112,1.0787,-0.19613,0.00045491,-1.2676,-7.9637e-05,-1.2729,1.0833,-0.29795,0.00045491,-0.88428,-7.9637e-05,-1.9137,1.0796,-0.33624,0.00045491,-0.74122,-7.9637e-05,-2.5829,1.0801,-0.33186,0.00045491,-0.75531,-7.9637e-05,-3.3109,1.0812,-0.24783,0.00045491,-1.0821,-7.9637e-05,-0.67231,-1.0786,-0.1938,0.00045491,1.2772,-7.9637e-05,-1.2612,-1.081,-0.31845,0.00045491,0.81305,-7.9637e-05,-1.9139,-1.0795,-0.33649,0.00045491,0.74222,-7.9637e-05,-2.5832,-1.0799,-0.33208,0.00045491,0.75639,-7.9637e-05,-3.3111,-1.0809,-0.24789,0.00045491,1.0838,-7.9637e-05
-0.66678,1.0804,-0.20749,0.00010877,-1.2604,-0.00044159,-1.2928,1.0803,-0.29151,0.00010877,-0.96566,-0.00044159,-1.8948,1.0853,-0.34912,0.00010877,-0.69011,-0.00044159,-2.5546,1.0818,-0.36367,0.00010877,-0.64539,-0.00044159,-3.3004,1.0822,-0.27569,0.00010877,-1.0203,-0.00044159,-0.67015,-1.08,-0.20474,0.00010877,1.2817,-0.00044159,-1.2528,-1.0806,-0.3395,0.00010877,0.7758,-0.00044159,-1.8743,-1.079,-0.37967,0.00010877,0.5862,-0.00044159,-2.5553,-1.0795,-0.36752,0.00010877,0.64435,-0.00044159,-3.3017,-1.0797,-0.27804,0.00010877,1.0242,-0.00044159
-0.65878,1.0809,-0.23644,-0.0003439,-1.205,-0.0011071,-1.295,1.0817,-0.29648,-0.0003439,-0.99301,-0.0011071,-1.9294,1.0813,-0.34226,-0.0003439,-0.81728,-0.0011071,-2.5527,1.0846,-0.37494,-0.0003439,-0.64748,-0.0011071,-3.2847,1.0861,-0.30535,-0.0003439,-0.95313,-0.0011071,-0.6657,-1.0799,-0.23615,-0.0003439,1.2361,-0.0011071,-1.2639,-1.0806,-0.34484,-0.0003439,0.82828,-0.0011071,-1.8647,-1.0789,-0.40122,-0.0003439,0.5538,-0.0011071,-2.5524,-1.0787,-0.38635,-0.0003439,0.63542,-0.0011071,-3.2878,-1.0802,-0.31046,-0.0003439,0.96337,-0.0011071
-0.65721,1.081,-0.25361,-0.00083827,-1.2023,-0.001718,-1.2974,1.0838,-0.3027,-0.00083827,-1.0273,-0.001718,-1.9335,1.0839,-0.34897,-0.00083827,-0.85362,-0.001718,-2.5654,1.0861,-0.38136,-0.00083827,-0.70429,-0.001718,-3.2822,1.0874,-0.32644,-0.00083827,-0.94203,-0.001718,-0.66399,-1.0797,-0.26239,-0.00083827,1.2223,-0.001718,-1.272,-1.0785,-0.36081,-0.00083827,0.8616,-0.001718,-1.8823,-1.078,-0.41102,-0.00083827,0.6233,-0.001718,-2.5642,-1.0761,-0.40172,-0.00083827,0.68038,-0.001718,-3.2884,-1.0772,-0.33499,-0.00083827,0.96188,-0.001718
-0.65771,1.0818,-0.2669,-0.0014233,-1.2199,-0.0020408,-1.3055,1.0844,-0.30599,-0.0014233,-1.0852,-0.0020408,-1.9339,1.0883,-0.35665,-0.0014233,-0.88524,-0.0020408,-2.5763,1.0878,-0.39025,-0.0014233,-0.75624,-0.0020408,-3.2816,1.0896,-0.34438,-0.0014233,-0.94921,-0.0020408,-0.66301,-1.0791,-0.28813,-0.0014233,1.224,-0.0020408,-1.2744,-1.0777,-0.38252,-0.0014233,0.88029,-0.0020408,-1.9016,-1.076,-0.42367,-0.0014233,0.70158,-0.0020408,-2.5745,-1.0751,-0.41788,-0.0014233,0.73045,-0.0020408,-3.2908,-1.0755,-0.35818,-0.0014233,0.98007,-0.0020408
-0.65825,1.0826,-0.28275,-0.001987,-1.2336,-0.0024028,-1.3131,1.0855,-0.30806,-0.001987,-1.1489,-0.0024028,-1.9447,1.0909,-0.35859,-0.001987,-0.95578,-0.0024028,-2.5842,1.0894,-0.40337,-0.001987,-0.7938,-0.0024028,-3.2825,1.0917,-0.36318,-0.001987,-0.9593,-0.0024028,-0.66323,-1.0782,-0.31781,-0.001987,1.2277,-0.0024028,-1.2768,-1.076,-0.41071,-0.001987,0.89258,-0.0024028,-1.9135,-1.0736,-0.44504,-0.001987,0.75167,-0.0024028,-2.5844,-1.073,-0.43965,-0.001987,0.77551,-0.0024028,-3.2935,-1.0731,-0.38676,-0.001987,0.99497,-0.0024028
-0.6582,1.0825,-0.30149,-0.0025738,-1.2412,-0.0030447,-1.3192,1.0862,-0.31009,-0.0025738,-1.214,-0.0030447,-1.9584,1.0913,-0.35899,-0.0025738,-1.0393,-0.0030447,-2.59,1.0915,-0.41765,-0.0025738,-0.82642,-0.0030447,-3.2834,1.0937,-0.38292,-0.0025738,-0.96997,-0.0030447,-0.66353,-1.0778,-0.35238,-0.0025738,1.224,-0.0030447,-1.2796,-1.0748,-0.44203,-0.0025738,0.90316,-0.0030447,-1.9207,-1.0723,-0.4718,-0.0025738,0.78316,-0.0030447,-2.6014,-1.0754,-0.44537,-0.0025738,0.87913,-0.0030447,-3.296,-1.0704,-0.42024,-0.0025738,1.0025,-0.0030447
-0.65905,1.0808,-0.31799,-0.003146,-1.2625,-0.0038211,-1.3257,1.0845,-0.311,-0.003146,-1.2897,-0.0038211,-1.9718,1.0896,-0.359,-0.003146,-1.1286,-0.0038211,-2.596,1.0918,-0.43352,-0.003146,-0.86046,-0.0038211,-3.2844,1.0944,-0.40485,-0.003146,-0.98022,-0.0038211,-0.66371,-1.0793,-0.38931,-0.003146,1.2153,-0.0038211,-1.2817,-1.0753,-0.47575,-0.003146,0.90784,-0.0038211,-1.9295,-1.0796,-0.47972,-0.003146,0.8639,-0.0038211,-2.6305,-1.0743,-0.44688,-0.003146,1.0212,-0.0038211,-3.2975,-1.0701,-0.45375,-0.003146,1.0094,-0.0038211
