-0.007724811,-0.010555072,-0.005405836,0.09564095
-0.007724811,0.058899293,0.015430473,0.070920564
0.006166062,-0.059173127,0.0015396,0.070920564
0.006166062,0.010281238,-0.005405836,0.090290674
-0.035506557,-0.003609635,0.0015396,0.076399801
0.013111498,-0.017500508,-0.012351272,0.082958182
0.033947808,0.051953856,-0.012351272,0.051897246
0.006166062,-0.100845746,0.0015396,0.048618055
0.013111498,0.086681039,0.008485037,0.051897246
-0.021615684,0.02417211,0.008485037,0.072811197
0.04783868,0.02417211,-0.019296709,0.044896007
-0.014670248,-0.024445945,-0.005405836,0.085990279
-0.035506557,0.079735602,0.036266783,0.034727182
0.006166062,-0.128627492,0.0015396,0.034727182
0.020056935,-0.086954873,0.0015396,0.051897246
0.006166062,0.04500842,0.008485037,0.072811197
0.027002371,-0.010555072,-0.019296709,0.066907123
0.020056935,-0.024445945,0.0015396,0.070920564
0.006166062,0.079735602,0.02237591,0.051897246
0.054784117,0.04500842,-0.033187582,0.034727182
-0.021615684,0.086681039,0.0015396,0.034727182
-0.035506557,-0.017500508,0.008485037,0.064763107
0.027002371,0.065844729,-0.005405836,0.048618055
-0.028561121,0.051953856,0.02237591,0.048618055
-0.007724811,-0.045282254,0.0015396,0.072811197
0.027002371,0.017226674,0.02237591,0.04048097
0.020056935,-0.114736619,-0.005405836,0.034727182
0.033947808,-0.038336818,-0.033187582,0.034727182
-0.007724811,-0.09390031,0.015430473,0.034727182
-0.028561121,0.010281238,-0.033187582,0.034727182
0.020056935,-0.066118564,-0.019296709,0.034727182
-0.000779375,0.072790166,0.029321346,0.048618055
-0.042451994,-0.038336818,-0.012351272,0.034727182
-0.000779375,-0.121682056,0.008485037,0.034727182
-0.014670248,0.017226674,0.008485037,0.076399801
-0.000779375,0.072790166,0.008485037,0.060125631
0.006166062,0.058899293,0.015430473,0.062508928
-0.014670248,-0.045282254,-0.033187582,0.034727182
0.040893244,-0.031391381,-0.033187582,0.034727182
0.027002371,-0.003609635,-0.019296709,0.064763107
0.033947808,0.04500842,-0.012351272,0.051897246
-0.035506557,0.003335801,0.0015396,0.072811197
-0.000779375,-0.066118564,0.008485037,0.05486186
-0.04939743,-0.031391381,0.015430473,0.034727182
0.013111498,0.079735602,0.015430473,0.048618055
