-100,-0.6
-99.8,-0.6
-99.6,-0.6
-99.4,-0.6
-99.2,-0.6
-99,-0.6
-98.8,-0.6
-98.6,-0.6
-98.4,-0.6
-98.2,-0.6
-98,-0.6
-97.8,-0.6
-97.6,-0.6
-97.4,-0.6
-97.2,-0.6
-97,-0.6
-96.8,-0.6
-96.6,-0.6
-96.4,-0.6
-96.2,-0.6
-96,-0.6
-95.8,-0.6
-95.6,-0.6
-95.4,-0.6
-95.2,-0.6
-95,-0.6
-94.8,-0.6
-94.6,-0.6
-94.4,-0.6
-94.2,-0.6
-94,-0.6
-93.8,-0.6
-93.6,-0.6
-93.4,-0.6
-93.2,-0.6
-93,-0.6
-92.8,-0.6
-92.6,-0.6
-92.4,-0.6
-92.2,-0.6
-92,-0.6
-91.8,-0.6
-91.6,-0.6
-91.4,-0.6
-91.2,-0.6
-91,-0.6
-90.8,-0.6
-90.6,-0.6
-90.4,-0.6
-90.2,-0.6
-90,-0.6
-89.8,-0.6
-89.6,-0.6
-89.4,-0.6
-89.2,-0.6
-89,-0.6
-88.8,-0.6
-88.6,-0.6
-88.4,-0.6
-88.2,-0.6
-88,-0.6
-87.8,-0.6
-87.6,-0.6
-87.4,-0.6
-87.2,-0.6
-87,-0.6
-86.8,-0.6
-86.6,-0.6
-86.4,-0.6
-86.2,-0.6
-86,-0.6
-85.8,-0.6
-85.6,-0.6
-85.4,-0.6
-85.2,-0.6
-85,-0.6
-84.8,-0.6
-84.6,-0.6
-84.4,-0.6
-84.2,-0.6
-84,-0.6
-83.8,-0.6
-83.6,-0.6
-83.4,-0.6
-83.2,-0.6
-83,-0.6
-82.8,-0.6
-82.6,-0.6
-82.4,-0.6
-82.2,-0.6
-82,-0.6
-81.8,-0.6
-81.6,-0.6
-81.4,-0.6
-81.2,-0.6
-81,-0.6
-80.8,-0.6
-80.6,-0.6
-80.4,-0.6
-80.2,-0.6
-80,-0.6
-79.8,-0.6
-79.6,-0.6
-79.4,-0.6
-79.2,-0.6
-79,-0.6
-78.8,-0.6
-78.6,-0.6
-78.4,-0.6
-78.2,-0.6
-78,-0.6
-77.8,-0.6
-77.6,-0.6
-77.4,-0.6
-77.2,-0.6
-77,-0.6
-76.8,-0.6
-76.6,-0.6
-76.4,-0.6
-76.2,-0.6
-76,-0.6
-75.8,-0.6
-75.6,-0.6
-75.4,-0.6
-75.2,-0.6
-75,-0.6
-74.8,-0.6
-74.6,-0.6
-74.4,-0.6
-74.2,-0.6
-74,-0.6
-73.8,-0.6
-73.6,-0.6
-73.4,-0.6
-73.2,-0.6
-73,-0.6
-72.8,-0.6
-72.6,-0.6
-72.4,-0.6
-72.2,-0.6
-72,-0.6
-71.8,-0.6
-71.6,-0.6
-71.4,-0.6
-71.2,-0.6
-71,-0.6
-70.8,-0.6
-70.6,-0.6
-70.4,-0.6
-70.2,-0.6
-70,-0.6
-69.8,-0.6
-69.6,-0.6
-69.4,-0.6
-69.2,-0.6
-69,-0.6
-68.8,-0.6
-68.6,-0.6
-68.4,-0.6
-68.2,-0.6
-68,-0.6
-67.8,-0.6
-67.6,-0.6
-67.4,-0.6
-67.2,-0.6
-67,-0.6
-66.8,-0.6
-66.6,-0.6
-66.4,-0.6
-66.2,-0.6
-66,-0.6
-65.8,-0.6
-65.6,-0.6
-65.4,-0.6
-65.2,-0.6
-65,-0.6
-64.8,-0.6
-64.6,-0.6
-64.4,-0.6
-64.2,-0.6
-64,-0.6
-63.8,-0.6
-63.6,-0.6
-63.4,-0.6
-63.2,-0.6
-63,-0.6
-62.8,-0.6
-62.6,-0.6
-62.4,-0.6
-62.2,-0.6
-62,-0.6
-61.8,-0.6
-61.6,-0.6
-61.4,-0.6
-61.2,-0.6
-61,-0.6
-60.8,-0.6
-60.6,-0.6
-60.4,-0.6
-60.2,-0.6
-60,-0.6
-59.8,-0.6
-59.6,-0.6
-59.4,-0.6
-59.2,-0.6
-59,-0.6
-58.8,-0.6
-58.6,-0.6
-58.4,-0.6
-58.2,-0.6
-58,-0.6
-57.8,-0.6
-57.6,-0.6
-57.4,-0.6
-57.2,-0.6
-57,-0.6
-56.8,-0.6
-56.6,-0.6
-56.4,-0.6
-56.2,-0.6
-56,-0.6
-55.8,-0.6
-55.6,-0.6
-55.4,-0.6
-55.2,-0.6
-55,-0.6
-54.8,-0.6
-54.6,-0.6
-54.4,-0.6
-54.2,-0.6
-54,-0.6
-53.8,-0.6
-53.6,-0.6
-53.4,-0.6
-53.2,-0.6
-53,-0.6
-52.8,-0.6
-52.6,-0.6
-52.4,-0.6
-52.2,-0.6
-52,-0.6
-51.8,-0.6
-51.6,-0.6
-51.4,-0.6
-51.2,-0.6
-51,-0.6
-50.8,-0.6
-50.6,-0.6
-50.4,-0.6
-50.2,-0.6
-50,-0.6
-49.8,-0.6
-49.6,-0.6
-49.4,-0.6
-49.2,-0.6
-49,-0.6
-48.8,-0.6
-48.6,-0.6
-48.4,-0.6
-48.2,-0.6
-48,-0.6
-47.8,-0.6
-47.6,-0.6
-47.4,-0.6
-47.2,-0.6
-47,-0.6
-46.8,-0.6
-46.6,-0.6
-46.4,-0.6
-46.2,-0.6
-46,-0.6
-45.8,-0.6
-45.6,-0.6
-45.4,-0.6
-45.2,-0.6
-45,-0.6
-44.8,-0.6
-44.6,-0.6
-44.4,-0.6
-44.2,-0.6
-44,-0.6
-43.8,-0.6
-43.6,-0.6
-43.4,-0.6
-43.2,-0.6
-43,-0.6
-42.8,-0.6
-42.6,-0.6
-42.4,-0.6
-42.2,-0.6
-42,-0.6
-41.8,-0.6
-41.6,-0.6
-41.4,-0.6
-41.2,-0.6
-41,-0.6
-40.8,-0.6
-40.6,-0.6
-40.4,-0.6
-40.2,-0.6
-40,-0.6
-39.8,-0.6
-39.6,-0.6
-39.4,-0.6
-39.2,-0.6
-39,-0.6
-38.8,-0.6
-38.6,-0.6
-38.4,-0.6
-38.2,-0.6
-38,-0.6
-37.8,-0.6
-37.6,-0.6
-37.4,-0.6
-37.2,-0.6
-37,-0.6
-36.8,-0.6
-36.6,-0.6
-36.4,-0.6
-36.2,-0.6
-36,-0.6
-35.8,-0.6
-35.6,-0.6
-35.4,-0.6
-35.2,-0.6
-35,-0.6
-34.8,-0.6
-34.6,-0.6
-34.4,-0.6
-34.2,-0.6
-34,-0.6
-33.8,-0.6
-33.6,-0.6
-33.4,-0.6
-33.2,-0.6
-33,-0.6
-32.8,-0.6
-32.6,-0.6
-32.4,-0.6
-32.2,-0.6
-32,-0.6
-31.8,-0.6
-31.6,-0.6
-31.4,-0.6
-31.2,-0.6
-31,-0.6
-30.8,-0.6
-30.6,-0.6
-30.4,-0.6
-30.2,-0.6
-30,-0.6
-29.8,-0.6
-29.6,-0.6
-29.4,-0.6
-29.2,-0.6
-29,-0.6
-28.8,-0.6
-28.6,-0.6
-28.4,-0.6
-28.2,-0.6
-28,-0.6
-27.8,-0.6
-27.6,-0.6
-27.4,-0.6
-27.2,-0.6
-27,-0.6
-26.8,-0.6
-26.6,-0.6
-26.4,-0.6
-26.2,-0.6
-26,-0.6
-25.8,-0.6
-25.6,-0.6
-25.4,-0.6
-25.2,-0.6
-25,-0.6
-24.5,-0.6
-24,-0.6
-23.5,-0.6
-23,-0.6
-22.5,-0.6
-22,-0.6
-21.5,-0.6
-21,-0.6
-20.5,-0.6
-20,-0.6
-19.5,-0.6
-19,-0.6
-18.5,-0.6
-18,-0.6
-17.5,-0.6
-17,-0.6
-16.5,-0.6
-16,-0.6
-15.5,-0.6
-15,-0.6
-14.5,-0.6
-14,-0.6
-13.5,-0.6
-13,-0.6
-12.5,-0.6
-12,-0.6
-11.5,-0.6
-11,-0.6
-10.5,-0.6
-10,-0.6
-9.5,-0.6
-9,-0.6
-8.5,-0.6
-8,-0.6
-7.5,-0.6
-7,-0.6
-6.5,-0.6
-6,-0.6
-5.5,-0.6
-5,-0.6
-4.5,-0.6
-4,-0.6
-3.5,-0.6
-3,-0.6
-2.5,-0.6
-2,-0.6
-1.5,-0.6
-1,-0.6
-0.5,-0.6
0,-0.6
0.5,-0.6
1,-0.6
1.5,-0.6
2,-0.6
2.5,-0.6
3,-0.6
3.5,-0.6
4,-0.6
4.5,-0.6
5,-0.6
5.5,-0.6
6,-0.6
6.5,-0.6
7,-0.6
7.5,-0.6
8,-0.6
8.5,-0.6
9,-0.6
9.5,-0.6
10,-0.6
10.5,-0.6
11,-0.6
11.5,-0.6
12,-0.6
12.5,-0.6
13,-0.6
13.5,-0.6
14,-0.6
14.5,-0.6
15,-0.6
15.5,-0.6
16,-0.6
16.5,-0.6
17,-0.6
17.5,-0.6
18,-0.6
18.5,-0.6
19,-0.6
19.5,-0.6
20,-0.6
20.43705645,-0.53401303
20.85172445,-0.385572335
21.29837406,-0.367052668
21.71590317,-0.39357164
22.12084085,-0.498363839
22.59302915,-0.491336758
23.03392516,-0.49264773
23.44807043,-0.360072165
23.89019677,-0.369914934
24.36809268,-0.365606073
24.82412328,-0.6
25.22969782,-0.6
25.65885434,-0.6
26.06094438,-0.6
26.51415714,-0.6
26.92952539,-0.6
27.34754811,-0.6
27.80171256,-0.6
28.29437221,-0.511178852
28.74436303,-0.513629477
29.18446963,-0.41432817
29.59075622,-0.350822725
30.02054906,-0.414737945
30.506123,-0.512403606
30.99201034,-0.410109391
31.39296286,-0.351399826
31.82001795,-0.385478757
32.28994255,-0.6
32.71780914,-0.6
33.12005012,-0.6
33.55271852,-0.6
34.01227801,-0.6
34.49589271,-0.6
34.97367485,-0.6
35.37970973,-0.525510427
35.79943329,-0.486116579
36.27200332,-0.439581343
36.71553576,-0.487321378
37.11798341,-0.366180308
37.53750615,-0.417266603
37.95232342,-0.505370205
38.37262057,-0.6
38.80826541,-0.6
39.21295218,-0.6
39.61676957,-0.6
40.0833278,-0.356086122
40.50336804,-0.483294174
40.95851251,-0.412748042
41.44541203,-0.525197305
41.85979344,-0.533500666
42.31437046,-0.508454068
42.7376046,-0.437358302
43.21518631,-0.525271063
43.63695961,-0.383325695
44.07104887,-0.495851678
44.56013715,-0.370833881
45.04671306,-0.444533461
45.54671306,-0.6
46.04671306,-0.6
46.54671306,-0.6
47.04671306,-0.6
47.54671306,-0.6
48.04671306,-0.6
48.54671306,-0.6
49.04671306,-0.6
49.54671306,-0.6
50.04671306,-0.6
50.54671306,-0.6
51.04671306,-0.6
51.54671306,-0.6
52.04671306,-0.6
52.54671306,-0.6
53.04671306,-0.6
53.54671306,-0.6
54.04671306,-0.6
54.54671306,-0.6
55.04671306,-0.6
55.54671306,-0.6
56.04671306,-0.6
56.54671306,-0.6
57.04671306,-0.6
57.54671306,-0.6
58.04671306,-0.6
58.54671306,-0.6
59.04671306,-0.6
59.54671306,-0.6
60.04671306,-0.6
60.54671306,-0.6
61.04671306,-0.6
61.54671306,-0.6
62.04671306,-0.6
62.54671306,-0.6
63.04671306,-0.6
63.54671306,-0.6
64.04671306,-0.6
64.54671306,-0.6
65.04671306,-0.6
65.54671306,-0.6
66.04671306,-0.6
66.54671306,-0.6
67.04671306,-0.6
67.54671306,-0.6
68.04671306,-0.6
68.54671306,-0.6
69.04671306,-0.6
69.54671306,-0.6
70.04671306,-0.6
70.54671306,-0.6
71.04671306,-0.6
71.54671306,-0.6
72.04671306,-0.6
72.54671306,-0.6
73.04671306,-0.6
73.54671306,-0.6
74.04671306,-0.6
74.54671306,-0.6
75.04671306,-0.6
75.54671306,-0.6
76.04671306,-0.6
76.54671306,-0.6
77.04671306,-0.6
77.54671306,-0.6
78.04671306,-0.6
78.54671306,-0.6
79.04671306,-0.6
79.54671306,-0.6
80.04671306,-0.6
80.54671306,-0.6
81.04671306,-0.6
81.54671306,-0.6
82.04671306,-0.6
82.54671306,-0.6
83.04671306,-0.6
83.54671306,-0.6
84.04671306,-0.6
84.54671306,-0.6
85.04671306,-0.6
85.54671306,-0.6
86.04671306,-0.6
86.54671306,-0.6
87.04671306,-0.6
87.54671306,-0.6
88.04671306,-0.6
88.54671306,-0.6
89.04671306,-0.6
89.54671306,-0.6
90.04671306,-0.6
90.54671306,-0.6
91.04671306,-0.6
91.54671306,-0.6
92.04671306,-0.6
92.54671306,-0.6
93.04671306,-0.6
93.54671306,-0.6
94.04671306,-0.6
94.54671306,-0.6
95.04671306,-0.6
95.54671306,-0.6
96.04671306,-0.6
96.54671306,-0.6
97.04671306,-0.6
97.54671306,-0.6
98.04671306,-0.6
98.54671306,-0.6
99.04671306,-0.6
99.54671306,-0.6
100.0467131,-0.6
100.5467131,-0.6
101.0467131,-0.6
101.5467131,-0.6
102.0467131,-0.6
102.5467131,-0.6
103.0467131,-0.6
103.5467131,-0.6
104.0467131,-0.6
104.5467131,-0.6
105.0467131,-0.6
105.5467131,-0.6
106.0467131,-0.6
106.5467131,-0.6
107.0467131,-0.6
107.5467131,-0.6
108.0467131,-0.6
108.5467131,-0.6
109.0467131,-0.6
109.5467131,-0.6
110.0467131,-0.6
110.5467131,-0.6
111.0467131,-0.6
111.5467131,-0.6
112.0467131,-0.6
112.5467131,-0.6
113.0467131,-0.6
113.5467131,-0.6
114.0467131,-0.6
114.5467131,-0.6
115.0467131,-0.6
115.5467131,-0.6
116.0467131,-0.6
116.5467131,-0.6
117.0467131,-0.6
117.5467131,-0.6
118.0467131,-0.6
118.5467131,-0.6
119.0467131,-0.6
119.5467131,-0.6
120.0467131,-0.6
120.5467131,-0.6
121.0467131,-0.6
121.5467131,-0.6
122.0467131,-0.6
122.5467131,-0.6
123.0467131,-0.6
123.5467131,-0.6
124.0467131,-0.6
124.5467131,-0.6
125.0467131,-0.6
125.5467131,-0.6
126.0467131,-0.6
126.5467131,-0.6
127.0467131,-0.6
127.5467131,-0.6
128.0467131,-0.6
128.5467131,-0.6
129.0467131,-0.6
129.5467131,-0.6
130.0467131,-0.6
130.5467131,-0.6
