-1.8809,0,0.49361,0,-0.00096621,0
-1.8814,-7.6449e-06,0.49054,5.0638e-05,-0.00085785,-2.0443e-05
-1.8811,-0.00020412,0.48528,0.00077859,-0.00089786,-0.00020923
-1.8798,-0.00053685,0.47687,0.0012964,-0.0011083,-0.00051617
-1.8776,-0.00087577,0.46523,0.0015551,-0.0015098,-0.00063801
-1.8751,-0.0011846,0.4515,0.0018129,-0.0017111,-0.00067329
-1.8713,-0.0012633,0.43657,0.0017716,-0.0019248,-0.00068178
-1.8666,-0.0010426,0.42109,0.0015457,-0.0019545,-0.0007518
-1.8614,-0.00069911,0.40566,0.0012345,-0.0017287,-0.00087826
-1.8561,-0.00039769,0.39074,0.00097075,-0.0011891,-0.00096595
-1.8508,-0.00022785,0.37665,0.0007856,-0.0002961,-0.0009877
-1.8454,-0.0001188,0.36367,0.00070201,0.00093842,-0.0010068
-1.8397,-0.00010245,0.35203,0.00067617,0.0024304,-0.001069
-1.8335,-0.0001555,0.34185,0.00074138,0.0041309,-0.0011156
-1.8266,-0.00028548,0.33316,0.00084917,0.0060172,-0.0011174
-1.819,-0.00044911,0.32599,0.0010094,0.0080827,-0.0011365
-1.8109,-0.00061182,0.32034,0.00116,0.010382,-0.0011433
-1.8027,-0.00071621,0.31619,0.0012766,0.012991,-0.0011516
-1.7947,-0.00077247,0.31343,0.0013107,0.015959,-0.0011667
-1.7869,-0.0006192,0.31211,0.0010881,0.019327,-0.0011824
-1.7795,-0.00037637,0.31199,0.00083733,0.023048,-0.0011768
-1.7724,-5.3405e-05,0.31294,0.00055392,0.02706,-0.001134
-1.7656,0.00024398,0.31484,0.00030628,0.031284,-0.0010806
-1.7589,0.00020425,0.31763,0.00039231,0.035649,-0.00099842
-1.7521,0.00030683,0.32124,0.00018543,0.040116,-0.0010309
-1.7456,0.00046465,0.32536,5.7695e-05,0.044624,-0.00095415
-1.7395,0.00058926,0.32979,-6.4164e-05,0.049119,-0.00084338
-1.734,0.00071447,0.33436,-0.00019812,0.053556,-0.00076395
-1.7291,0.0008638,0.33891,-0.00030795,0.057898,-0.00070857
-1.7249,0.00096203,0.34329,-0.00040299,0.062083,-0.00067215
-1.7213,0.0010542,0.3474,-0.00048256,0.066041,-0.00062815
-1.7182,0.0010864,0.3512,-0.00045234,0.069706,-0.00059371
-1.7154,0.001066,0.35457,-0.00043743,0.072975,-0.0005865
-1.7129,0.0010001,0.35747,-0.00028384,0.075809,-0.00054882
-1.7106,0.00083422,0.3599,-0.00011705,0.078194,-0.00050865
-1.7087,0.00064158,0.36179,0.00011658,0.080106,-0.00044972
-1.707,0.00041486,0.36316,0.00035902,0.081546,-0.00039457
-1.7058,0.00017372,0.36402,0.00062048,0.082535,-0.00033736
-1.705,-6.3309e-05,0.36438,0.00085252,0.083087,-0.00029176
-1.7046,-0.00026143,0.36429,0.0010656,0.083217,-0.00026636
-1.7044,-0.00044629,0.3638,0.0012717,0.082937,-0.00023948
-1.7044,-0.00060548,0.36297,0.0014216,0.082269,-0.00021424
-1.7045,-0.00069886,0.36185,0.0015244,0.081245,-0.0001886
-1.7049,-0.00072647,0.36049,0.0015545,0.079912,-0.00015799
-1.7054,-0.00068819,0.35897,0.0015303,0.078325,-0.00013784
-1.7061,-0.00059018,0.35735,0.0014465,0.076541,-0.000127
-1.7072,-0.00043519,0.3557,0.0013079,0.074618,-0.00011823
-1.7085,-0.00022837,0.35408,0.0011165,0.072602,-0.00010848
-1.7102,2.6609e-05,0.3525,0.00086589,0.070518,-8.968e-05
-1.7122,0.00032921,0.351,0.00057969,0.068383,-6.9929e-05
-1.7144,0.00065081,0.34963,0.00027507,0.066224,-5.5369e-05
-1.7169,0.00097774,0.34841,-3.4721e-05,0.064061,-4.0196e-05
-1.7195,0.0012979,0.34736,-0.00033605,0.061912,-2.3948e-05
-1.7223,0.0015982,0.3465,-0.00061794,0.059792,-1.2276e-05
-1.7253,0.0018569,0.34584,-0.00084244,0.057714,2.359e-05
-1.7285,0.0017318,0.34553,-0.0003217,0.055599,9.2766e-05
-1.7317,0.001201,0.3456,-3.7829e-06,0.053379,8.2954e-05
-1.7351,0.00080426,0.34591,0.00047752,0.051172,5.774e-07
-1.7385,0.00035886,0.34645,0.00088381,0.048992,-4.7533e-05
-1.7421,-2.2363e-05,0.34716,0.0012719,0.046865,-2.8219e-05
-1.7456,-0.00034086,0.34799,0.0015956,0.044793,-6.0053e-06
-1.7491,-0.0006041,0.34892,0.0018613,0.0428,-2.3825e-05
-1.7526,-0.00079694,0.34992,0.0020576,0.040874,-3.3878e-05
-1.7559,-0.00081288,0.35099,0.0018402,0.039032,4.1274e-05
-1.759,-0.00048216,0.35211,0.0017342,0.037284,0.00010785
-1.7621,-0.00027612,0.35321,0.0014679,0.035627,7.6142e-05
-1.765,-3.1633e-05,0.35427,0.0012653,0.034079,4.8232e-05
-1.7677,0.00019532,0.35527,0.0010435,0.032657,5.5165e-05
-1.7704,0.00042404,0.35617,0.00083979,0.031363,7.8329e-05
-1.7729,0.00064387,0.35698,0.00063226,0.030194,0.00010081
-1.7751,0.00086198,0.35769,0.00043437,0.029146,0.00011208
-1.7771,0.0010677,0.35829,0.00023969,0.028214,0.00012142
